Facility ID,Hospital Name,Detailed Region,Region,Procedure,Year of Hospital Discharge,Number of Cases,Number of Deaths,Observed Mortality Rate,Expected Mortality Rate,Risk-Adjusted Mortality Rate,Lower Limit of Confidence Interval,Upper Limit of Confidence Interval,Comparison Results
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,All PCI,2014,1504,31,2.06,1.24,1.96,1.33,2.78,Rate significantly higher than Statewide Rate
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,All PCI,2014,150,1,0.67,1.76,0.45,0.01,2.48,Rate not different than Statewide Rate
135,Champ.Valley Phys Hosp,Capital District,Capital District,All PCI,2014,561,9,1.60,1.03,1.83,0.83,3.47,Rate not different than Statewide Rate
636,Crouse Hospital,Central NY,Central NY,All PCI,2014,265,4,1.51,1.01,1.75,0.47,4.49,Rate not different than Statewide Rate
829,Ellis Hospital,Capital District,Capital District,All PCI,2014,439,3,0.68,1.35,0.60,0.12,1.75,Rate not different than Statewide Rate
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,All PCI,2014,457,2,0.44,0.96,0.54,0.06,1.94,Rate not different than Statewide Rate
599,Faxton - St. Lukes,Central NY,Central NY,All PCI,2014,279,8,2.87,1.63,2.07,0.89,4.08,Rate not different than Statewide Rate
1005,Glens Falls Hospital,Capital District,Capital District,All PCI,2014,188,0,0.00,1.01,0.00,0.00,2.28,Rate not different than Statewide Rate
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2014,612,16,2.61,1.82,1.69,0.96,2.74,Rate not different than Statewide Rate
925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,All PCI,2014,871,12,1.38,0.86,1.89,0.98,3.31,Rate not different than Statewide Rate
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2014,509,4,0.79,0.91,1.01,0.27,2.59,Rate not different than Statewide Rate
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,All PCI,2014,295,6,2.03,2.05,1.17,0.43,2.54,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,All PCI,2014,1497,13,0.87,0.68,1.51,0.80,2.58,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,All PCI,2014,1630,13,0.80,1.08,0.87,0.46,1.49,Rate not different than Statewide Rate
1304,Lutheran Medical Ctr,Kings,NY Metro - NYC,All PCI,2014,217,2,0.92,1.28,0.85,0.10,3.06,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,All PCI,2014,1097,13,1.19,2.18,0.64,0.34,1.09,Rate significantly lower than Statewide Rate
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,All PCI,2014,1136,20,1.76,1.29,1.61,0.98,2.48,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,All PCI,2014,805,8,0.99,1.01,1.15,0.50,2.27,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,All PCI,2014,518,3,0.58,1.37,0.50,0.10,1.45,Rate not different than Statewide Rate
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,All PCI,2014,1629,15,0.92,0.88,1.23,0.69,2.03,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,All PCI,2014,3799,23,0.61,0.83,0.86,0.54,1.29,Rate not different than Statewide Rate
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,All PCI,2014,424,5,1.18,1.76,0.79,0.25,1.84,Rate not different than Statewide Rate
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,All PCI,2014,1999,16,0.80,1.10,0.86,0.49,1.39,Rate not different than Statewide Rate
1306,NYP-Brooklyn Methodist,Kings,NY Metro - NYC,All PCI,2014,1268,21,1.66,1.07,1.83,1.13,2.79,Rate not different than Statewide Rate
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,All PCI,2014,2454,32,1.30,1.22,1.26,0.86,1.78,Rate not different than Statewide Rate
1637,NYP-Queens,Queens,NY Metro - NYC,All PCI,2014,541,5,0.92,0.99,1.10,0.35,2.56,Rate not different than Statewide Rate
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,All PCI,2014,1196,4,0.33,1.14,0.34,0.09,0.88,Rate significantly lower than Statewide Rate
0,NYS - All Hospitals,New York State,New York State,All PCI,2014,47196,555,1.18,1.18,1.18,,,Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,All PCI,2014,1460,17,1.16,0.59,2.33,1.36,3.73,Rate significantly higher than Statewide Rate
511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2014,929,4,0.43,1.20,0.42,0.11,1.08,Rate significantly lower than Statewide Rate
66,Olean General Hosp.,Western NY - Buffalo,Western NY - Buffalo,All PCI,2014,168,1,0.60,0.77,0.91,0.01,5.04,Rate not different than Statewide Rate
699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2014,455,3,0.66,1.06,0.73,0.15,2.14,Rate not different than Statewide Rate
1738,Richmond Univ Med Cntr,Staten Island,NY Metro - NYC,All PCI,2014,1,0,0.00,0.24,0.00,0.00,100.00,Rate not different than Statewide Rate
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,All PCI,2014,1543,19,1.23,1.02,1.42,0.86,2.22,Rate not different than Statewide Rate
756,Samaritan Hospital,Capital District,Capital District,All PCI,2014,195,3,1.54,1.08,1.67,0.34,4.88,Rate not different than Statewide Rate
527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,All PCI,2014,506,4,0.79,0.97,0.96,0.26,2.45,Rate not different than Statewide Rate
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2014,653,2,0.31,1.17,0.31,0.03,1.11,Rate significantly lower than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,All PCI,2014,778,9,1.16,0.91,1.50,0.69,2.85,Rate not different than Statewide Rate
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,All PCI,2014,137,1,0.73,0.90,0.95,0.01,5.28,Rate not different than Statewide Rate
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,All PCI,2014,280,4,1.43,0.94,1.78,0.48,4.56,Rate not different than Statewide Rate
598,St. Elizabeth Med Ctr,Central NY,Central NY,All PCI,2014,650,11,1.69,1.37,1.46,0.73,2.61,Rate not different than Statewide Rate
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2014,2536,18,0.71,1.08,0.77,0.46,1.22,Rate not different than Statewide Rate
630,St. Josephs Hospital,Central NY,Central NY,All PCI,2014,1884,26,1.38,1.31,1.24,0.81,1.82,Rate not different than Statewide Rate
694,St. Lukes Cornwall Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2014,268,6,2.24,1.76,1.50,0.55,3.26,Rate not different than Statewide Rate
5,St. Peters Hospital,Capital District,Capital District,All PCI,2014,830,11,1.33,1.13,1.38,0.69,2.47,Rate not different than Statewide Rate
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,All PCI,2014,902,6,0.67,1.36,0.58,0.21,1.25,Rate not different than Statewide Rate
58,UHS-Wilson Med Ctr,Central NY,Central NY,All PCI,2014,670,13,1.94,1.48,1.54,0.82,2.63,Rate not different than Statewide Rate
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,All PCI,2014,294,6,2.04,1.76,1.37,0.50,2.97,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,All PCI,2014,300,10,3.33,2.34,1.68,0.80,3.09,Rate not different than Statewide Rate
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,All PCI,2014,1246,21,1.69,1.69,1.18,0.73,1.80,Rate not different than Statewide Rate
635,Univ. Hosp-Upstate,Central NY,Central NY,All PCI,2014,190,5,2.63,1.56,1.98,0.64,4.62,Rate not different than Statewide Rate
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2014,698,9,1.29,1.39,1.09,0.50,2.06,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2014,408,8,1.96,1.87,1.23,0.53,2.43,Rate not different than Statewide Rate
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2014,369,6,1.63,1.22,1.57,0.57,3.42,Rate not different than Statewide Rate
1,Albany Med. Ctr,Capital District,Capital District,CABG,2014,251,3,1.20,1.16,1.26,0.25,3.68,Rate not different than Statewide Rate
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,CABG,2014,80,2,2.50,0.74,4.13,0.46,14.91,Rate not different than Statewide Rate
746,Bassett Medical Center,Capital District,Capital District,CABG,2014,108,1,0.93,0.86,1.32,0.02,7.36,Rate not different than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,CABG,2014,111,1,0.90,1.23,0.89,0.01,4.96,Rate not different than Statewide Rate
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,CABG,2014,449,2,0.45,1.09,0.50,0.06,1.81,Rate not different than Statewide Rate
829,Ellis Hospital,Capital District,Capital District,CABG,2014,206,1,0.49,1.24,0.48,0.01,2.65,Rate not different than Statewide Rate
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2014,97,0,0.00,1.10,0.00,0.00,4.20,Rate not different than Statewide Rate
925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,CABG,2014,151,2,1.32,0.77,2.11,0.24,7.63,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,CABG,2014,243,3,1.23,1.41,1.07,0.22,3.13,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,CABG,2014,202,2,0.99,1.32,0.92,0.10,3.32,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,CABG,2014,224,2,0.89,1.44,0.76,0.09,2.73,Rate not different than Statewide Rate
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,CABG,2014,332,7,2.11,1.35,1.90,0.76,3.92,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,CABG,2014,205,3,1.46,1.55,1.15,0.23,3.37,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,CABG,2014,201,2,1.00,0.82,1.48,0.17,5.35,Rate not different than Statewide Rate
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,CABG,2014,173,4,2.31,1.88,1.50,0.40,3.85,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,CABG,2014,337,5,1.48,0.88,2.05,0.66,4.79,Rate not different than Statewide Rate
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,CABG,2014,91,2,2.20,1.79,1.50,0.17,5.41,Rate not different than Statewide Rate
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,CABG,2014,251,3,1.20,1.33,1.10,0.22,3.20,Rate not different than Statewide Rate
1306,NYP-Brooklyn Methodist,Kings,NY Metro - NYC,CABG,2014,100,0,0.00,1.58,0.00,0.00,2.83,Rate not different than Statewide Rate
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,CABG,2014,395,1,0.25,1.35,0.23,0.00,1.27,Rate not different than Statewide Rate
1637,NYP-Queens,Queens,NY Metro - NYC,CABG,2014,61,1,1.64,0.95,2.11,0.03,11.72,Rate not different than Statewide Rate
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,CABG,2014,192,1,0.52,1.29,0.49,0.01,2.74,Rate not different than Statewide Rate
0,NYS - All Hospitals,New York State,New York State,CABG,2014,7942,97,1.22,1.22,1.22,,,Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,CABG,2014,169,0,0.00,0.88,0.00,0.00,3.00,Rate not different than Statewide Rate
511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2014,186,3,1.61,1.11,1.78,0.36,5.21,Rate not different than Statewide Rate
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,CABG,2014,316,2,0.63,1.27,0.61,0.07,2.20,Rate not different than Statewide Rate
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2014,160,2,1.25,1.66,0.92,0.10,3.33,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,CABG,2014,196,2,1.02,1.12,1.12,0.13,4.03,Rate not different than Statewide Rate
598,St. Elizabeth Med Ctr,Central NY,Central NY,CABG,2014,180,1,0.56,0.95,0.72,0.01,3.98,Rate not different than Statewide Rate
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2014,483,12,2.48,1.27,2.40,1.24,4.18,Rate significantly higher than Statewide Rate
630,St. Josephs Hospital,Central NY,Central NY,CABG,2014,396,5,1.26,1.17,1.32,0.43,3.09,Rate not different than Statewide Rate
5,St. Peters Hospital,Capital District,Capital District,CABG,2014,341,4,1.17,1.11,1.29,0.35,3.31,Rate not different than Statewide Rate
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,CABG,2014,229,4,1.75,1.24,1.72,0.46,4.40,Rate not different than Statewide Rate
58,UHS-Wilson Med Ctr,Central NY,Central NY,CABG,2014,145,5,3.45,0.83,5.09,1.64,11.89,Rate significantly higher than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,CABG,2014,29,1,3.45,1.48,2.84,0.04,15.81,Rate not different than Statewide Rate
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,CABG,2014,280,1,0.36,1.18,0.37,0.00,2.06,Rate not different than Statewide Rate
635,Univ. Hosp-Upstate,Central NY,Central NY,CABG,2014,24,0,0.00,0.85,0.00,0.00,22.08,Rate not different than Statewide Rate
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2014,157,2,1.27,1.10,1.41,0.16,5.10,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2014,191,5,2.62,1.80,1.78,0.57,4.15,Rate not different than Statewide Rate
1,Albany Med. Ctr,Capital District,Capital District,Non-Emergency PCI,2014,489,6,1.23,0.79,1.16,0.42,2.52,Rate not different than Statewide Rate
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2014,290,4,1.38,0.80,1.28,0.35,3.29,Rate not different than Statewide Rate
746,Bassett Medical Center,Capital District,Capital District,Non-Emergency PCI,2014,362,3,0.83,0.67,0.91,0.18,2.67,Rate not different than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Non-Emergency PCI,2014,320,1,0.31,1.03,0.22,0.00,1.25,Rate not different than Statewide Rate
1178,Bronx-Lebanon-Concourse,Bronx,NY Metro - NYC,Non-Emergency PCI,2014,43,1,2.33,0.95,1.81,0.02,10.06,Rate not different than Statewide Rate
1286,Brookdale Univ Hosp Med Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2014,121,0,0.00,1.18,0.00,0.00,1.91,Rate not different than Statewide Rate
885,Brookhaven Memorial,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2014,198,4,2.02,0.61,2.46,0.66,6.29,Rate not different than Statewide Rate
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2014,1067,13,1.22,0.66,1.37,0.73,2.34,Rate not different than Statewide Rate
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,Non-Emergency PCI,2014,77,0,0.00,0.52,0.00,0.00,6.75,Rate not different than Statewide Rate
135,Champ.Valley Phys Hosp,Capital District,Capital District,Non-Emergency PCI,2014,422,4,0.95,0.57,1.23,0.33,3.16,Rate not different than Statewide Rate
636,Crouse Hospital,Central NY,Central NY,Non-Emergency PCI,2014,193,1,0.52,0.51,0.75,0.01,4.16,Rate not different than Statewide Rate
829,Ellis Hospital,Capital District,Capital District,Non-Emergency PCI,2014,280,1,0.36,0.54,0.49,0.01,2.71,Rate not different than Statewide Rate
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,Non-Emergency PCI,2014,313,0,0.00,0.35,0.00,0.00,2.47,Rate not different than Statewide Rate
599,Faxton - St. Lukes,Central NY,Central NY,Non-Emergency PCI,2014,229,4,1.75,0.76,1.70,0.46,4.34,Rate not different than Statewide Rate
1005,Glens Falls Hospital,Capital District,Capital District,Non-Emergency PCI,2014,107,0,0.00,0.48,0.00,0.00,5.29,Rate not different than Statewide Rate
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2014,462,6,1.30,1.28,0.76,0.28,1.65,Rate not different than Statewide Rate
925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2014,776,5,0.64,0.58,0.82,0.26,1.91,Rate not different than Statewide Rate
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2014,411,3,0.73,0.59,0.92,0.18,2.69,Rate not different than Statewide Rate
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,Non-Emergency PCI,2014,120,2,1.67,0.89,1.38,0.16,5.00,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Non-Emergency PCI,2014,1405,8,0.57,0.55,0.77,0.33,1.51,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Non-Emergency PCI,2014,1411,10,0.71,0.78,0.67,0.32,1.24,Rate not different than Statewide Rate
1304,Lutheran Medical Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2014,161,1,0.62,0.88,0.53,0.01,2.93,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2014,870,7,0.80,1.35,0.44,0.18,0.91,Rate not different than Statewide Rate
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2014,848,8,0.94,0.79,0.89,0.38,1.75,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Non-Emergency PCI,2014,661,6,0.91,0.69,0.98,0.36,2.13,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Non-Emergency PCI,2014,373,3,0.80,0.67,0.89,0.18,2.59,Rate not different than Statewide Rate
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Non-Emergency PCI,2014,1501,11,0.73,0.58,0.94,0.47,1.68,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Non-Emergency PCI,2014,3663,15,0.41,0.71,0.43,0.24,0.71,Rate significantly lower than Statewide Rate
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Non-Emergency PCI,2014,352,2,0.57,1.17,0.36,0.04,1.30,Rate not different than Statewide Rate
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2014,1727,11,0.64,0.81,0.59,0.29,1.05,Rate not different than Statewide Rate
1306,NYP-Brooklyn Methodist,Kings,NY Metro - NYC,Non-Emergency PCI,2014,1137,12,1.06,0.66,1.19,0.61,2.07,Rate not different than Statewide Rate
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Non-Emergency PCI,2014,2275,21,0.92,0.76,0.90,0.56,1.37,Rate not different than Statewide Rate
1637,NYP-Queens,Queens,NY Metro - NYC,Non-Emergency PCI,2014,384,1,0.26,0.43,0.45,0.01,2.53,Rate not different than Statewide Rate
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Non-Emergency PCI,2014,1070,3,0.28,0.81,0.26,0.05,0.75,Rate not different than Statewide Rate
0,NYS - All Hospitals,New York State,New York State,Non-Emergency PCI,2014,38658,287,0.74,0.74,0.74,,,Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Non-Emergency PCI,2014,1393,12,0.86,0.49,1.30,0.67,2.27,Rate not different than Statewide Rate
511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2014,780,2,0.26,0.67,0.28,0.03,1.03,Rate not different than Statewide Rate
66,Olean General Hosp.,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2014,81,0,0.00,0.44,0.00,0.00,7.71,Rate not different than Statewide Rate
699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2014,332,2,0.60,0.86,0.52,0.06,1.88,Rate not different than Statewide Rate
1738,Richmond Univ Med Cntr,Staten Island,NY Metro - NYC,Non-Emergency PCI,2014,1,0,0.00,0.17,0.00,0.00,100.00,Rate not different than Statewide Rate
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2014,1223,11,0.90,0.68,0.99,0.49,1.76,Rate not different than Statewide Rate
756,Samaritan Hospital,Capital District,Capital District,Non-Emergency PCI,2014,128,1,0.78,0.34,1.69,0.02,9.41,Rate not different than Statewide Rate
527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2014,373,2,0.54,0.54,0.74,0.08,2.67,Rate not different than Statewide Rate
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2014,556,1,0.18,0.83,0.16,0.00,0.90,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Non-Emergency PCI,2014,650,5,0.77,0.64,0.89,0.29,2.08,Rate not different than Statewide Rate
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,Non-Emergency PCI,2014,109,0,0.00,0.50,0.00,0.00,5.03,Rate not different than Statewide Rate
