uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,18
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",M,1
PE,PNEUMONIA,DOMICILIO,"< 9",F,1
PE,PNEUMONIA,DOMICILIO,"< 9",M,2
PE,PNEUMONIA,HOSPITAL,"< 9",F,21
PE,PNEUMONIA,HOSPITAL,"< 9",M,17
PE,SEPTICEMIA,HOSPITAL,"< 9",F,67
PE,SEPTICEMIA,HOSPITAL,"< 9",M,83
PE,SEPTICEMIA,OUTRO,"< 9",M,1
PE,SRAG,HOSPITAL,"< 9",F,2
PE,SRAG,HOSPITAL,"< 9",M,1
PI,OUTRAS,DOMICILIO,"< 9",F,1
PI,OUTRAS,DOMICILIO,"< 9",M,2
PI,OUTRAS,HOSPITAL,"< 9",F,22
PI,OUTRAS,HOSPITAL,"< 9",M,17
PI,OUTRAS,OUTRO,"< 9",F,1
PI,OUTRAS,OUTRO,"< 9",M,3
PI,OUTRAS,VIA_PUBLICA,"< 9",F,1
PI,COVID,HOSPITAL,"< 9",M,1
PI,INDETERMINADA,DOMICILIO,"< 9",F,1
PI,INDETERMINADA,HOSPITAL,"< 9",F,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,7
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,6
PI,PNEUMONIA,DOMICILIO,"< 9",M,1
PI,PNEUMONIA,HOSPITAL,"< 9",F,6
PI,PNEUMONIA,HOSPITAL,"< 9",M,7
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PI,SEPTICEMIA,HOSPITAL,"< 9",F,14
PI,SEPTICEMIA,HOSPITAL,"< 9",M,12
PI,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PI,SRAG,HOSPITAL,"< 9",F,1
PR,OUTRAS,DOMICILIO,"< 9",F,6
PR,OUTRAS,DOMICILIO,"< 9",M,7
PR,OUTRAS,HOSPITAL,"< 9",F,143
PR,OUTRAS,HOSPITAL,"< 9",I,1
PR,OUTRAS,HOSPITAL,"< 9",M,162
PR,OUTRAS,OUTRO,"< 9",F,2
PR,OUTRAS,OUTRO,"< 9",M,3
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,6
PR,OUTRAS,VIA_PUBLICA,"< 9",F,1
PR,OUTRAS,VIA_PUBLICA,"< 9",M,1
PR,COVID,HOSPITAL,"< 9",M,2
PR,INDETERMINADA,OUTRO,"< 9",M,1
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,20
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,39
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PR,PNEUMONIA,DOMICILIO,"< 9",F,1
PR,PNEUMONIA,HOSPITAL,"< 9",F,21
PR,PNEUMONIA,HOSPITAL,"< 9",M,20
PR,PNEUMONIA,OUTRO,"< 9",F,1
PR,PNEUMONIA,OUTRO,"< 9",M,1
PR,SEPTICEMIA,DOMICILIO,"< 9",M,1
PR,SEPTICEMIA,HOSPITAL,"< 9",F,54
PR,SEPTICEMIA,HOSPITAL,"< 9",M,57
PR,SRAG,HOSPITAL,"< 9",F,1
PR,SRAG,HOSPITAL,"< 9",M,2
PR,SRAG,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RJ,OUTRAS,DOMICILIO,"< 9",F,4
RJ,OUTRAS,DOMICILIO,"< 9",M,9
RJ,OUTRAS,HOSPITAL,"< 9",F,351
RJ,OUTRAS,HOSPITAL,"< 9",I,5
RJ,OUTRAS,HOSPITAL,"< 9",M,406
RJ,OUTRAS,IGNORADO,"< 9",F,1
RJ,OUTRAS,OUTRO,"< 9",F,2
RJ,OUTRAS,OUTRO,"< 9",M,3
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,13
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,19
RJ,OUTRAS,VIA_PUBLICA,"< 9",M,1
RJ,COVID,HOSPITAL,"< 9",F,1
RJ,COVID,HOSPITAL,"< 9",M,2
RJ,INDETERMINADA,HOSPITAL,"< 9",F,2
RJ,INDETERMINADA,HOSPITAL,"< 9",M,3
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,23
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,38
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RJ,PNEUMONIA,HOSPITAL,"< 9",F,34
RJ,PNEUMONIA,HOSPITAL,"< 9",M,45
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,3
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,3
RJ,SEPTICEMIA,HOSPITAL,"< 9",F,133
RJ,SEPTICEMIA,HOSPITAL,"< 9",M,173
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,2
RJ,SRAG,HOSPITAL,"< 9",F,3
RJ,SRAG,HOSPITAL,"< 9",M,1
RN,OUTRAS,DOMICILIO,"< 9",F,2
RN,OUTRAS,DOMICILIO,"< 9",M,1
RN,OUTRAS,HOSPITAL,"< 9",F,35
RN,OUTRAS,HOSPITAL,"< 9",I,1
RN,OUTRAS,HOSPITAL,"< 9",M,32
RN,OUTRAS,IGNORADO,"< 9",F,1
RN,OUTRAS,OUTRO,"< 9",F,1
RN,OUTRAS,OUTRO,"< 9",M,2
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RN,OUTRAS,VIA_PUBLICA,"< 9",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,5
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,3
RN,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",F,1
RN,PNEUMONIA,DOMICILIO,"< 9",M,2
RN,PNEUMONIA,HOSPITAL,"< 9",F,4
RN,PNEUMONIA,HOSPITAL,"< 9",M,1
RN,PNEUMONIA,VIA_PUBLICA,"< 9",M,1
RN,SEPTICEMIA,DOMICILIO,"< 9",F,1
RN,SEPTICEMIA,HOSPITAL,"< 9",F,16
RN,SEPTICEMIA,HOSPITAL,"< 9",M,21
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
RN,SRAG,HOSPITAL,"< 9",M,1
RO,OUTRAS,DOMICILIO,"< 9",F,1
RO,OUTRAS,HOSPITAL,"< 9",F,13
RO,OUTRAS,HOSPITAL,"< 9",M,19
RO,OUTRAS,IGNORADO,"< 9",F,1
RO,OUTRAS,VIA_PUBLICA,"< 9",M,1
RO,COVID,HOSPITAL,"< 9",F,2
RO,INDETERMINADA,OUTRO,"< 9",M,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,3
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,3
RO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",F,1
RO,PNEUMONIA,HOSPITAL,"< 9",M,7
RO,SEPTICEMIA,HOSPITAL,"< 9",F,21
RO,SEPTICEMIA,HOSPITAL,"< 9",M,27
RO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RR,OUTRAS,DOMICILIO,"< 9",M,1
RR,OUTRAS,HOSPITAL,"< 9",F,3
RR,OUTRAS,HOSPITAL,"< 9",M,11
RR,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,1
RR,PNEUMONIA,HOSPITAL,"< 9",F,1
RR,PNEUMONIA,HOSPITAL,"< 9",M,4
RR,SEPTICEMIA,HOSPITAL,"< 9",F,12
RR,SEPTICEMIA,HOSPITAL,"< 9",M,5
RS,OUTRAS,DOMICILIO,"< 9",F,3
RS,OUTRAS,DOMICILIO,"< 9",M,5
RS,OUTRAS,HOSPITAL,"< 9",F,131
RS,OUTRAS,HOSPITAL,"< 9",I,3
RS,OUTRAS,HOSPITAL,"< 9",M,152
RS,OUTRAS,IGNORADO,"< 9",F,1
RS,OUTRAS,IGNORADO,"< 9",M,4
RS,OUTRAS,OUTRO,"< 9",M,1
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,4
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,3
RS,OUTRAS,VIA_PUBLICA,"< 9",I,1
RS,COVID,HOSPITAL,"< 9",F,1
RS,COVID,HOSPITAL,"< 9",M,2
RS,INDETERMINADA,HOSPITAL,"< 9",F,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,13
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,28
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,1
RS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",F,1
RS,PNEUMONIA,HOSPITAL,"< 9",F,17
RS,PNEUMONIA,HOSPITAL,"< 9",M,10
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RS,SEPTICEMIA,HOSPITAL,"< 9",F,65
RS,SEPTICEMIA,HOSPITAL,"< 9",I,1
RS,SEPTICEMIA,HOSPITAL,"< 9",M,77
RS,SRAG,HOSPITAL,"< 9",F,2
RS,SRAG,HOSPITAL,"< 9",M,3
RS,SRAG,OUTROS_SERVICOS_SAUDE,"< 9",M,1
SC,OUTRAS,DOMICILIO,"< 9",F,3
SC,OUTRAS,DOMICILIO,"< 9",M,2
SC,OUTRAS,HOSPITAL,"< 9",F,96
SC,OUTRAS,HOSPITAL,"< 9",M,98
SC,OUTRAS,OUTRO,"< 9",F,2
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,1
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,1
SC,OUTRAS,VIA_PUBLICA,"< 9",F,1
SC,OUTRAS,VIA_PUBLICA,"< 9",M,1
SC,COVID,HOSPITAL,"< 9",F,1
SC,COVID,HOSPITAL,"< 9",M,1
SC,INDETERMINADA,HOSPITAL,"< 9",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,2
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,2
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,23
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,15
SC,PNEUMONIA,DOMICILIO,"< 9",M,1
SC,PNEUMONIA,HOSPITAL,"< 9",F,13
SC,PNEUMONIA,HOSPITAL,"< 9",M,15
SC,SEPTICEMIA,HOSPITAL,"< 9",F,46
SC,SEPTICEMIA,HOSPITAL,"< 9",M,47
SE,OUTRAS,HOSPITAL,"< 9",F,33
SE,OUTRAS,HOSPITAL,"< 9",I,1
SE,OUTRAS,HOSPITAL,"< 9",M,44
SE,OUTRAS,OUTRO,"< 9",F,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,3
SE,INDETERMINADA,HOSPITAL,"< 9",F,3
SE,INDETERMINADA,HOSPITAL,"< 9",M,3
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,4
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,5
SE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",F,1
SE,PNEUMONIA,HOSPITAL,"< 9",F,4
SE,PNEUMONIA,HOSPITAL,"< 9",M,3
SE,SEPTICEMIA,HOSPITAL,"< 9",F,19
SE,SEPTICEMIA,HOSPITAL,"< 9",M,19
SE,SRAG,HOSPITAL,"< 9",M,1
SP,OUTRAS,DOMICILIO,"< 9",F,12
SP,OUTRAS,DOMICILIO,"< 9",I,1
SP,OUTRAS,DOMICILIO,"< 9",M,39
SP,OUTRAS,HOSPITAL,"< 9",F,834
SP,OUTRAS,HOSPITAL,"< 9",I,11
SP,OUTRAS,HOSPITAL,"< 9",M,1001
SP,OUTRAS,IGNORADO,"< 9",F,19
SP,OUTRAS,IGNORADO,"< 9",I,17
SP,OUTRAS,IGNORADO,"< 9",M,34
SP,OUTRAS,OUTRO,"< 9",F,9
SP,OUTRAS,OUTRO,"< 9",M,7
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,21
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,21
SP,OUTRAS,VIA_PUBLICA,"< 9",F,9
SP,OUTRAS,VIA_PUBLICA,"< 9",M,6
SP,COVID,HOSPITAL,"< 9",F,5
SP,COVID,HOSPITAL,"< 9",M,6
SP,INDETERMINADA,DOMICILIO,"< 9",F,2
SP,INDETERMINADA,DOMICILIO,"< 9",M,1
SP,INDETERMINADA,HOSPITAL,"< 9",F,14
SP,INDETERMINADA,HOSPITAL,"< 9",M,4
SP,INDETERMINADA,IGNORADO,"< 9",M,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
SP,INDETERMINADA,VIA_PUBLICA,"< 9",F,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,6
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,106
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,113
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",M,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,4
SP,PNEUMONIA,DOMICILIO,"< 9",F,3
SP,PNEUMONIA,HOSPITAL,"< 9",F,87
SP,PNEUMONIA,HOSPITAL,"< 9",I,1
SP,PNEUMONIA,HOSPITAL,"< 9",M,97
SP,PNEUMONIA,OUTRO,"< 9",F,3
SP,PNEUMONIA,OUTRO,"< 9",M,1
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
SP,SEPTICEMIA,DOMICILIO,"< 9",F,1
SP,SEPTICEMIA,DOMICILIO,"< 9",M,1
SP,SEPTICEMIA,HOSPITAL,"< 9",F,245
SP,SEPTICEMIA,HOSPITAL,"< 9",M,325
SP,SEPTICEMIA,IGNORADO,"< 9",F,2
SP,SEPTICEMIA,IGNORADO,"< 9",M,1
SP,SEPTICEMIA,OUTRO,"< 9",M,3
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,2
SP,SRAG,HOSPITAL,"< 9",F,11
SP,SRAG,HOSPITAL,"< 9",M,9
TO,OUTRAS,DOMICILIO,"< 9",F,2
TO,OUTRAS,HOSPITAL,"< 9",F,10
TO,OUTRAS,HOSPITAL,"< 9",M,9
TO,OUTRAS,OUTRO,"< 9",F,1
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,1
TO,COVID,HOSPITAL,"< 9",F,1
TO,INDETERMINADA,HOSPITAL,"< 9",M,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,6
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,2
TO,PNEUMONIA,DOMICILIO,"< 9",F,1
TO,PNEUMONIA,HOSPITAL,"< 9",F,5
TO,PNEUMONIA,HOSPITAL,"< 9",M,4
TO,SEPTICEMIA,DOMICILIO,"< 9",M,1
TO,SEPTICEMIA,HOSPITAL,"< 9",F,6
TO,SEPTICEMIA,HOSPITAL,"< 9",M,16
AC,OUTRAS,DOMICILIO,"10 - 19",F,3
AC,OUTRAS,DOMICILIO,"10 - 19",M,2
AC,OUTRAS,HOSPITAL,"10 - 19",F,3
AC,OUTRAS,HOSPITAL,"10 - 19",M,3
AC,OUTRAS,OUTRO,"10 - 19",M,4
AC,OUTRAS,VIA_PUBLICA,"10 - 19",F,1
AC,OUTRAS,VIA_PUBLICA,"10 - 19",M,1
AC,INDETERMINADA,VIA_PUBLICA,"10 - 19",F,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,1
AC,PNEUMONIA,HOSPITAL,"10 - 19",M,2
AC,SEPTICEMIA,DOMICILIO,"10 - 19",M,1
AC,SEPTICEMIA,HOSPITAL,"10 - 19",M,2
AL,OUTRAS,DOMICILIO,"10 - 19",F,3
AL,OUTRAS,DOMICILIO,"10 - 19",M,2
AL,OUTRAS,HOSPITAL,"10 - 19",F,7
AL,OUTRAS,HOSPITAL,"10 - 19",M,10
AL,OUTRAS,OUTRO,"10 - 19",M,1
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,2
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
AL,OUTRAS,VIA_PUBLICA,"10 - 19",M,7
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,3
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,1
AL,PNEUMONIA,HOSPITAL,"10 - 19",F,4
AL,PNEUMONIA,HOSPITAL,"10 - 19",M,5
AL,SEPTICEMIA,DOMICILIO,"10 - 19",F,1
AL,SEPTICEMIA,DOMICILIO,"10 - 19",M,1
AL,SEPTICEMIA,HOSPITAL,"10 - 19",F,2
AL,SEPTICEMIA,HOSPITAL,"10 - 19",M,6
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
AM,OUTRAS,DOMICILIO,"10 - 19",F,5
AM,OUTRAS,DOMICILIO,"10 - 19",M,4
AM,OUTRAS,HOSPITAL,"10 - 19",F,11
AM,OUTRAS,HOSPITAL,"10 - 19",M,7
AM,OUTRAS,OUTRO,"10 - 19",F,2
AM,OUTRAS,OUTRO,"10 - 19",M,6
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
AM,OUTRAS,VIA_PUBLICA,"10 - 19",M,9
AM,COVID,HOSPITAL,"10 - 19",F,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,1
AM,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"10 - 19",M,1
AM,PNEUMONIA,HOSPITAL,"10 - 19",F,4
AM,PNEUMONIA,HOSPITAL,"10 - 19",M,3
AM,PNEUMONIA,OUTRO,"10 - 19",M,1
AM,SEPTICEMIA,HOSPITAL,"10 - 19",F,4
AM,SEPTICEMIA,HOSPITAL,"10 - 19",M,2
AM,SEPTICEMIA,OUTRO,"10 - 19",M,1
AP,OUTRAS,DOMICILIO,"10 - 19",M,1
AP,OUTRAS,HOSPITAL,"10 - 19",M,2
AP,OUTRAS,VIA_PUBLICA,"10 - 19",M,1
AP,PNEUMONIA,HOSPITAL,"10 - 19",M,2
BA,OUTRAS,DOMICILIO,"10 - 19",F,5
BA,OUTRAS,DOMICILIO,"10 - 19",M,11
BA,OUTRAS,HOSPITAL,"10 - 19",F,21
BA,OUTRAS,HOSPITAL,"10 - 19",M,50
BA,OUTRAS,OUTRO,"10 - 19",F,2
BA,OUTRAS,OUTRO,"10 - 19",M,7
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,7
BA,OUTRAS,VIA_PUBLICA,"10 - 19",F,2
BA,OUTRAS,VIA_PUBLICA,"10 - 19",M,3
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,3
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,4
BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"10 - 19",M,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
BA,PNEUMONIA,HOSPITAL,"10 - 19",F,8
BA,PNEUMONIA,HOSPITAL,"10 - 19",M,17
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
BA,SEPTICEMIA,DOMICILIO,"10 - 19",F,2
BA,SEPTICEMIA,HOSPITAL,"10 - 19",F,11
BA,SEPTICEMIA,HOSPITAL,"10 - 19",M,15
BA,SEPTICEMIA,IGNORADO,"10 - 19",M,1
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
BA,SRAG,HOSPITAL,"10 - 19",M,1
CE,OUTRAS,DOMICILIO,"10 - 19",F,4
CE,OUTRAS,DOMICILIO,"10 - 19",M,9
CE,OUTRAS,HOSPITAL,"10 - 19",F,15
CE,OUTRAS,HOSPITAL,"10 - 19",M,21
CE,OUTRAS,IGNORADO,"10 - 19",F,2
CE,OUTRAS,IGNORADO,"10 - 19",M,2
CE,OUTRAS,OUTRO,"10 - 19",M,10
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,2
CE,OUTRAS,VIA_PUBLICA,"10 - 19",F,4
CE,OUTRAS,VIA_PUBLICA,"10 - 19",M,13
CE,COVID,HOSPITAL,"10 - 19",M,1
CE,INDETERMINADA,HOSPITAL,"10 - 19",F,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",F,3
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,1
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,2
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"10 - 19",M,1
CE,PNEUMONIA,DOMICILIO,"10 - 19",F,1
CE,PNEUMONIA,HOSPITAL,"10 - 19",F,5
CE,PNEUMONIA,HOSPITAL,"10 - 19",M,4
CE,PNEUMONIA,IGNORADO,"10 - 19",M,1
CE,SEPTICEMIA,HOSPITAL,"10 - 19",F,5
CE,SEPTICEMIA,HOSPITAL,"10 - 19",M,7
CE,SRAG,HOSPITAL,"10 - 19",M,1
DF,OUTRAS,DOMICILIO,"10 - 19",M,2
DF,OUTRAS,HOSPITAL,"10 - 19",F,7
DF,OUTRAS,HOSPITAL,"10 - 19",M,9
DF,OUTRAS,OUTRO,"10 - 19",M,1
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
DF,OUTRAS,VIA_PUBLICA,"10 - 19",F,2
DF,INSUFICIENCIA_RESPIRATORIA,OUTRO,"10 - 19",M,1
DF,PNEUMONIA,DOMICILIO,"10 - 19",F,1
DF,PNEUMONIA,HOSPITAL,"10 - 19",F,2
DF,PNEUMONIA,HOSPITAL,"10 - 19",M,2
DF,SEPTICEMIA,HOSPITAL,"10 - 19",F,3
DF,SEPTICEMIA,HOSPITAL,"10 - 19",M,3
ES,OUTRAS,DOMICILIO,"10 - 19",F,5
ES,OUTRAS,DOMICILIO,"10 - 19",M,1
ES,OUTRAS,HOSPITAL,"10 - 19",F,7
ES,OUTRAS,HOSPITAL,"10 - 19",M,16
ES,OUTRAS,OUTRO,"10 - 19",F,1
ES,OUTRAS,OUTRO,"10 - 19",M,5
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
ES,OUTRAS,VIA_PUBLICA,"10 - 19",F,3
ES,OUTRAS,VIA_PUBLICA,"10 - 19",M,14
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,2
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,1
ES,PNEUMONIA,DOMICILIO,"10 - 19",F,1
ES,PNEUMONIA,DOMICILIO,"10 - 19",M,1
ES,PNEUMONIA,HOSPITAL,"10 - 19",M,4
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
ES,SEPTICEMIA,HOSPITAL,"10 - 19",F,1
ES,SEPTICEMIA,HOSPITAL,"10 - 19",M,6
ES,SRAG,HOSPITAL,"10 - 19",F,2
GO,OUTRAS,DOMICILIO,"10 - 19",F,2
GO,OUTRAS,DOMICILIO,"10 - 19",M,2
GO,OUTRAS,HOSPITAL,"10 - 19",F,12
GO,OUTRAS,HOSPITAL,"10 - 19",M,26
GO,OUTRAS,IGNORADO,"10 - 19",M,3
GO,OUTRAS,OUTRO,"10 - 19",F,1
GO,OUTRAS,OUTRO,"10 - 19",M,1
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,3
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,6
GO,OUTRAS,VIA_PUBLICA,"10 - 19",F,1
GO,OUTRAS,VIA_PUBLICA,"10 - 19",M,6
GO,COVID,HOSPITAL,"10 - 19",F,2
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",F,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",M,1
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,2
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,5
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"10 - 19",M,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,2
GO,PNEUMONIA,HOSPITAL,"10 - 19",F,5
GO,PNEUMONIA,HOSPITAL,"10 - 19",M,8
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
GO,SEPTICEMIA,HOSPITAL,"10 - 19",F,2
GO,SEPTICEMIA,HOSPITAL,"10 - 19",M,5
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
MA,OUTRAS,DOMICILIO,"10 - 19",F,4
MA,OUTRAS,DOMICILIO,"10 - 19",M,8
MA,OUTRAS,HOSPITAL,"10 - 19",F,15
MA,OUTRAS,HOSPITAL,"10 - 19",M,14
MA,OUTRAS,OUTRO,"10 - 19",F,1
MA,OUTRAS,OUTRO,"10 - 19",M,2
